Listening for transport dt_socket at address: 1044
0    [main] INFO  org.eclipse.jetty.util.log  – Logging initialized @6302ms
189  [main] INFO  org.eclipse.jetty.server.Server  – jetty-9.2.9.v20150224
209  [main] WARN  org.eclipse.jetty.server.handler.RequestLogHandler  – !RequestLog
212  [main] INFO  org.eclipse.jetty.deploy.providers.ScanningAppProvider  – Deployment monitor [file:/Users/jie/Documents/data/infosense/dumpling/solr_trunk/solr/server/contexts/] at interval 0
687  [main] INFO  org.eclipse.jetty.webapp.StandardDescriptorProcessor  – NO JSP Support for /solr, did not find org.apache.jasper.servlet.JspServlet
701  [main] WARN  org.eclipse.jetty.security.SecurityHandler  – ServletContext@o.e.j.w.WebAppContext@7e07db1f{/solr,file:/Users/jie/Documents/data/infosense/dumpling/solr_trunk/solr/server/solr-webapp/webapp/,STARTING}{/solr.war} has uncovered http methods for path: /
727  [main] INFO  org.apache.solr.servlet.SolrDispatchFilter  – SolrDispatchFilter.init()WebAppClassLoader=904058452@35e2d654
738  [main] INFO  org.apache.solr.core.SolrResourceLoader  – JNDI not configured for solr (NoInitialContextEx)
738  [main] INFO  org.apache.solr.core.SolrResourceLoader  – using system property solr.solr.home: /Users/jie/Documents/data/infosense/dumpling/solr_trunk/solr/server/solr
739  [main] INFO  org.apache.solr.core.SolrResourceLoader  – new SolrResourceLoader for directory: '/Users/jie/Documents/data/infosense/dumpling/solr_trunk/solr/server/solr/'
822  [main] INFO  org.apache.solr.core.SolrXmlConfig  – Loading container configuration from /Users/jie/Documents/data/infosense/dumpling/solr_trunk/solr/server/solr/solr.xml
885  [main] INFO  org.apache.solr.core.CoresLocator  – Config-defined core root directory: /Users/jie/Documents/data/infosense/dumpling/solr_trunk/solr/server/solr
901  [main] INFO  org.apache.solr.core.CoreContainer  – New CoreContainer 1355887174
902  [main] INFO  org.apache.solr.core.CoreContainer  – Loading cores into CoreContainer [instanceDir=/Users/jie/Documents/data/infosense/dumpling/solr_trunk/solr/server/solr/]
902  [main] INFO  org.apache.solr.core.CoreContainer  – loading shared library: /Users/jie/Documents/data/infosense/dumpling/solr_trunk/solr/server/solr/lib
902  [main] WARN  org.apache.solr.core.SolrResourceLoader  – Can't find (or read) directory to add to classloader: lib (resolved as: /Users/jie/Documents/data/infosense/dumpling/solr_trunk/solr/server/solr/lib).
918  [main] INFO  org.apache.solr.handler.component.HttpShardHandlerFactory  – Setting socketTimeout to: 600000
918  [main] INFO  org.apache.solr.handler.component.HttpShardHandlerFactory  – Setting urlScheme to: null
922  [main] INFO  org.apache.solr.handler.component.HttpShardHandlerFactory  – Setting connTimeout to: 60000
922  [main] INFO  org.apache.solr.handler.component.HttpShardHandlerFactory  – Setting maxConnectionsPerHost to: 20
922  [main] INFO  org.apache.solr.handler.component.HttpShardHandlerFactory  – Setting maxConnections to: 10000
922  [main] INFO  org.apache.solr.handler.component.HttpShardHandlerFactory  – Setting corePoolSize to: 0
923  [main] INFO  org.apache.solr.handler.component.HttpShardHandlerFactory  – Setting maximumPoolSize to: 2147483647
923  [main] INFO  org.apache.solr.handler.component.HttpShardHandlerFactory  – Setting maxThreadIdleTime to: 5
923  [main] INFO  org.apache.solr.handler.component.HttpShardHandlerFactory  – Setting sizeOfQueue to: -1
923  [main] INFO  org.apache.solr.handler.component.HttpShardHandlerFactory  – Setting fairnessPolicy to: false
923  [main] INFO  org.apache.solr.handler.component.HttpShardHandlerFactory  – Setting useRetries to: false
1049 [main] INFO  org.apache.solr.update.UpdateShardHandler  – Creating UpdateShardHandler HTTP client with params: socketTimeout=600000&connTimeout=60000&retry=true
1051 [main] INFO  org.apache.solr.logging.LogWatcher  – SLF4J impl is org.slf4j.impl.Log4jLoggerFactory
1052 [main] INFO  org.apache.solr.logging.LogWatcher  – Registering Log Listener [Log4j (org.slf4j.impl.Log4jLoggerFactory)]
1053 [main] INFO  org.apache.solr.core.CoreContainer  – Node Name: 
1080 [main] INFO  org.apache.solr.core.CoresLocator  – Looking for core definitions underneath /Users/jie/Documents/data/infosense/dumpling/solr_trunk/solr/server/solr
1084 [main] INFO  org.apache.solr.core.CoresLocator  – Found 0 core definitions
1086 [main] INFO  org.apache.solr.servlet.SolrDispatchFilter  – user.dir=/Users/jie/Documents/data/infosense/dumpling/solr_trunk/solr/server
1086 [main] INFO  org.apache.solr.servlet.SolrDispatchFilter  – SolrDispatchFilter.init() done
1098 [main] INFO  org.eclipse.jetty.server.handler.ContextHandler  – Started o.e.j.w.WebAppContext@7e07db1f{/solr,file:/Users/jie/Documents/data/infosense/dumpling/solr_trunk/solr/server/solr-webapp/webapp/,AVAILABLE}{/solr.war}
1108 [main] INFO  org.eclipse.jetty.server.ServerConnector  – Started ServerConnector@1cbf6e72{HTTP/1.1}{0.0.0.0:8983}
1109 [main] INFO  org.eclipse.jetty.server.Server  – Started @7414ms
9068 [qtp477289012-16] INFO  org.apache.solr.handler.admin.CoreAdminHandler  – core create command schema=schema.xml&dataDir=data&name=cmu&indexInfo=false&action=CREATE&collection=&shard=&wt=json&instanceDir=cmu&config=solrconfig.xml&_=1426187629442
CORE DESCRIPTOR: {name=cmu, config=solrconfig.xml, instanceDir=cmu, loadOnStartup=true, absoluteInstDir=/Users/jie/Documents/data/infosense/dumpling/solr_trunk/solr/server/solr/cmu/, schema=schema.xml, transient=false, dataDir=data}
9071 [qtp477289012-16] INFO  org.apache.solr.core.SolrResourceLoader  – new SolrResourceLoader for directory: '/Users/jie/Documents/data/infosense/dumpling/solr_trunk/solr/server/solr/cmu/'
9155 [qtp477289012-16] INFO  org.apache.solr.core.SolrConfig  – current version of requestparams : -1
9163 [qtp477289012-16] INFO  org.apache.solr.core.SolrConfig  – Adding specified lib dirs to ClassLoader
9166 [qtp477289012-16] INFO  org.apache.solr.core.SolrResourceLoader  – Adding 'file:/Users/jie/Documents/data/infosense/dumpling/solr_trunk/solr/dist/solr-dataimporthandler-6.0.0-SNAPSHOT.jar' to classloader
9166 [qtp477289012-16] INFO  org.apache.solr.core.SolrResourceLoader  – Adding 'file:/Users/jie/Documents/data/infosense/dumpling/solr_trunk/solr/dist/solr-dataimporthandler-extras-6.0.0-SNAPSHOT.jar' to classloader
9169 [qtp477289012-16] INFO  org.apache.solr.core.SolrResourceLoader  – Adding 'file:/Users/jie/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/apache-mime4j-core-0.7.2.jar' to classloader
9170 [qtp477289012-16] INFO  org.apache.solr.core.SolrResourceLoader  – Adding 'file:/Users/jie/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/apache-mime4j-dom-0.7.2.jar' to classloader
9170 [qtp477289012-16] INFO  org.apache.solr.core.SolrResourceLoader  – Adding 'file:/Users/jie/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/aspectjrt-1.8.0.jar' to classloader
9171 [qtp477289012-16] INFO  org.apache.solr.core.SolrResourceLoader  – Adding 'file:/Users/jie/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/bcmail-jdk15-1.45.jar' to classloader
